gene	merged_name	type	start	end	strand	UTR length on 5' end	UTR length on 3' end	UTR length before start	UTR length after end
BSGatlas-gene-3236	hisS	CDS	2816535	2817809	-	366	0	0	366
BSGatlas-gene-3238	yrzK	CDS	2818191	2818361	-	49	0	0	49
BSGatlas-gene-3239	yrvJ	CDS	2818494	2820050	+	334	37	334	37
BSGatlas-gene-3240	dtd	CDS	2820077	2820475	-	53	37	37	53
BSGatlas-gene-3241	rsh	CDS	2820529	2822733	-	74	53	53	74
BSGatlas-gene-3242	apt	CDS	2822901	2823413	-	479	56	56	479
BSGatlas-gene-3243	recJ	CDS	2823419	2825779	-	26	0	0	26
BSGatlas-gene-3244	yrvD	CDS	2825846	2826169	-	75	0	0	75
BSGatlas-gene-3245	yrvC	CDS	2826245	2826742	-	77	75	75	77
BSGatlas-gene-3246	secDF	CDS	2826900	2829113	-	38	18	18	38
BSGatlas-gene-3247	comN	CDS	2829152	2829448	-	1000	38	38	1000
BSGatlas-gene-3248	spoVB	CDS	2829564	2831120	+	866	794	866	794
BSGatlas-gene-3249	yrbG	CDS	2831124	2831780	-	32	0	0	32
BSGatlas-gene-325	ycbJ	CDS	275838	276758	+	121	0	121	0
BSGatlas-gene-3250	yrzE	CDS	2831915	2832367	+	794	0	794	0
BSGatlas-gene-3251	yrbF	CDS	2832424	2832690	-	134	41	41	134
BSGatlas-gene-3252	tgt	CDS	2832727	2833872	-	26	36	36	26
BSGatlas-gene-3253	queA	CDS	2833899	2834927	-	29	26	26	29
BSGatlas-gene-3254	yrzS	CDS	2834957	2835157	-	0	29	29	0
BSGatlas-gene-3255	ruvB	CDS	2835150	2836154	-	0	69	69	0
BSGatlas-gene-3256	ruvA	CDS	2836165	2836770	-	36	0	0	36
BSGatlas-gene-3257	bofC	CDS	2836909	2837421	-	47	47	47	47
BSGatlas-gene-3258	csbX	CDS	2837469	2838776	-	40	47	47	40
BSGatlas-gene-3259	yrbE	CDS	2838847	2839872	-	58	140	140	58
BSGatlas-gene-3260	yrzF	CDS	2840110	2840757	+	84	0	84	0
BSGatlas-gene-3266	alaP	CDS	2841611	2843065	+	94	501	94	501
BSGatlas-gene-3267	yrbC	CDS	2843106	2843828	-	41	0	0	41
BSGatlas-gene-3268	sgpA	CDS	2843931	2844527	-	147	51	51	147
BSGatlas-gene-3269	safA	CDS	2844675	2845838	-	57	147	147	57
BSGatlas-gene-327	rtpA	CDS	277160	277321	+	363	88	363	88
BSGatlas-gene-3270	nadA	CDS	2845955	2847061	-	0	26	26	0
BSGatlas-gene-3272	nadB	CDS	2847871	2849466	-	123	0	0	123
BSGatlas-gene-3273	nifS	CDS	2849569	2850756	+	38	0	38	0
BSGatlas-gene-3274	niaR	CDS	2850716	2851258	+	232	771	232	771
BSGatlas-gene-3275	pheA	CDS	2851283	2852140	-	16	35	35	16
BSGatlas-gene-3276	thrR	CDS	2852157	2852600	-	60	16	16	60
BSGatlas-gene-3277	obgE	CDS	2852661	2853947	-	33	60	60	33
BSGatlas-gene-3278	spo0B	CDS	2853981	2854559	-	53	33	33	53
BSGatlas-gene-328	ycbK	CDS	277342	278280	+	45	69	45	69
BSGatlas-gene-3280	rpmA	CDS	2854880	2855164	-	0	50	50	0
BSGatlas-gene-3282	rplU	CDS	2855518	2855826	-	122	0	0	122
BSGatlas-gene-3284	spoIVFB	CDS	2855973	2856839	-	0	57	57	0
BSGatlas-gene-3285	spoIVFA	CDS	2856832	2857626	-	31	0	0	31
BSGatlas-gene-3286	minD	CDS	2857776	2858582	-	0	51	51	0
BSGatlas-gene-3287	minC	CDS	2858584	2859264	-	52	0	0	52
BSGatlas-gene-3288	mreD	CDS	2859317	2859835	-	0	52	52	0
BSGatlas-gene-3289	mreC	CDS	2859832	2860704	-	30	0	0	30
BSGatlas-gene-329	ycbL	CDS	278377	279057	+	70	0	70	0
BSGatlas-gene-3290	mreB	CDS	2860735	2861748	-	91	30	30	91
BSGatlas-gene-3291	ysxA	CDS	2861840	2862535	-	36	91	91	36
BSGatlas-gene-3292	maf	CDS	2862572	2863141	-	56	36	36	56
BSGatlas-gene-3293	spoIIB	CDS	2863294	2864292	-	56	25	25	56
BSGatlas-gene-3294	comC	CDS	2864426	2865172	-	29	69	69	29
BSGatlas-gene-3295	folC	CDS	2865312	2866604	-	59	56	56	59
BSGatlas-gene-3296	valS	CDS	2866664	2869306	-	434	59	59	434
BSGatlas-gene-3298	yszA	CDS	2869754	2869945	+	39	0	39	0
BSGatlas-gene-3299	cotN	CDS	2869964	2870989	-	32	0	0	32
BSGatlas-gene-33	dnaX	CDS	26814	28505	+	36	23	36	23
BSGatlas-gene-330	ycbM	CDS	279059	279994	+	0	91	0	91
BSGatlas-gene-3300	spoVID	CDS	2871022	2872749	-	42	32	32	42
BSGatlas-gene-3301	hemL	CDS	2872880	2874172	-	29	51	51	29
BSGatlas-gene-3302	hemB	CDS	2874202	2875176	-	0	29	29	0
BSGatlas-gene-3304	hemC	CDS	2875951	2876895	-	32	0	0	32
BSGatlas-gene-3305	hemX	CDS	2876928	2877758	-	0	32	32	0
BSGatlas-gene-3306	hemA	CDS	2877766	2879133	-	712	0	0	712
BSGatlas-gene-3307	ysxD	CDS	2879363	2879860	+	102	44	102	44
BSGatlas-gene-3308	engB	CDS	2879882	2880469	-	0	31	31	0
BSGatlas-gene-3309	lonA	CDS	2880466	2882790	-	99	0	0	99
BSGatlas-gene-331	ycbN	CDS	280086	281009	+	91	18	91	18
BSGatlas-gene-3310	lonB	CDS	2882971	2884629	-	48	36	36	48
BSGatlas-gene-3311	clpX	CDS	2884781	2886043	-	80	55	55	80
BSGatlas-gene-3312	tig	CDS	2886315	2887589	-	191	53	53	191
BSGatlas-gene-3313	ysoA	CDS	2887817	2888821	-	44	0	0	44
BSGatlas-gene-3314	leuD	CDS	2888940	2889539	-	0	43	43	0
BSGatlas-gene-3315	leuC	CDS	2889552	2890970	-	49	0	0	49
BSGatlas-gene-3316	leuB	CDS	2891020	2892117	-	20	49	49	20
BSGatlas-gene-3317	leuA	CDS	2892138	2893694	-	0	20	20	0
BSGatlas-gene-3319	ilvC	CDS	2893681	2894709	-	23	163	163	23
BSGatlas-gene-332	ycbO	CDS	281028	281714	+	18	18	18	18
BSGatlas-gene-3320	ilvH	CDS	2894733	2895251	-	0	23	23	0
BSGatlas-gene-3321	ilvB	CDS	2895248	2896972	-	632	0	0	632
BSGatlas-gene-3323	cotQ	CDS	2897788	2898123	+	27	51	27	51
BSGatlas-gene-3324	ysnE	CDS	2898292	2898747	+	66	67	66	67
BSGatlas-gene-3325	ysnF	CDS	2898931	2899752	+	50	65	50	65
BSGatlas-gene-3329	rph	CDS	2901154	2901891	-	99	0	0	99
BSGatlas-gene-3330	gerM	CDS	2902002	2903102	-	26	68	68	26
BSGatlas-gene-3332	ysmB	CDS	2904043	2904483	-	53	0	0	53
BSGatlas-gene-3333	gerE	CDS	2904727	2904951	-	63	51	51	63
BSGatlas-gene-3335	sdhB	CDS	2905571	2906332	-	0	46	46	0
BSGatlas-gene-3336	sdhA	CDS	2906335	2908095	-	33	0	0	33
BSGatlas-gene-3337	sdhC	CDS	2908129	2908737	-	91	33	33	91
BSGatlas-gene-3338	yslB	CDS	2909030	2909476	+	502	46	502	46
BSGatlas-gene-3339	lysCA	CDS	2909520	2910746	-	332	52	52	332
BSGatlas-gene-334	ycbP	CDS	281769	282155	-	1917	0	0	1917
BSGatlas-gene-3340	lysCB	CDS	2909520	2910011	-	0	52	52	0
BSGatlas-gene-3342	uvrC	CDS	2911116	2912888	-	42	0	0	42
BSGatlas-gene-3343	trxA	CDS	2913024	2913338	-	31	61	61	31
BSGatlas-gene-3345	abfB	CDS	2913661	2915148	-	100	51	51	100
BSGatlas-gene-3346	etfA	CDS	2915365	2916342	-	35	44	44	35
BSGatlas-gene-3347	etfB	CDS	2916378	2917151	-	0	35	35	0
BSGatlas-gene-3349	fadR	CDS	2917957	2918541	-	104	0	0	104
BSGatlas-gene-335	cwlJ	CDS	282469	282897	+	24	45	24	45
BSGatlas-gene-3350	lcfA	CDS	2918646	2920328	-	38	104	104	38
BSGatlas-gene-3351	yshE	CDS	2920517	2920921	-	0	134	134	0
BSGatlas-gene-3352	mutSB	CDS	2920936	2923293	-	20	0	0	20
BSGatlas-gene-3353	polX	CDS	2923314	2925026	-	73	20	20	73
BSGatlas-gene-3354	yshB	CDS	2925100	2925633	-	0	73	73	0
BSGatlas-gene-3355	zapA	CDS	2925640	2925897	-	823	0	0	823
BSGatlas-gene-3356	rnhC	CDS	2926031	2926972	+	45	44	45	44
BSGatlas-gene-3357	pheT	CDS	2927008	2929422	-	0	45	45	0
BSGatlas-gene-3358	pheS	CDS	2929438	2930472	-	319	0	0	319
BSGatlas-gene-336	ycbR	CDS	283003	283734	+	41	43	41	43
BSGatlas-gene-3362	rlmBB	CDS	2930827	2931573	-	41	0	0	41
BSGatlas-gene-3363	sspI	CDS	2931692	2931907	+	51	43	51	43
BSGatlas-gene-3365	ysfB	CDS	2931976	2933082	+	28	0	28	0
BSGatlas-gene-3366	glcD	CDS	2933185	2934597	+	45	0	45	0
BSGatlas-gene-3367	glcF	CDS	2934594	2935928	+	0	45	0	45
BSGatlas-gene-3368	ysfE	CDS	2935967	2936209	-	59	50	50	59
BSGatlas-gene-3370	cstA	CDS	2936382	2938178	-	36	0	0	36
BSGatlas-gene-3371	abfA	CDS	2938330	2939832	-	18	46	46	18
BSGatlas-gene-3372	araQ	CDS	2939851	2940696	-	0	171	171	0
BSGatlas-gene-3373	araP	CDS	2940697	2941638	-	35	0	0	35
BSGatlas-gene-3374	araN	CDS	2941674	2942975	-	30	35	35	30
BSGatlas-gene-3375	egsA	CDS	2943006	2944190	-	0	30	30	0
BSGatlas-gene-3377	araD	CDS	2944983	2945672	-	16	0	0	16
BSGatlas-gene-3378	araB	CDS	2945689	2947371	-	0	16	16	0
BSGatlas-gene-3379	araA	CDS	2947385	2948875	-	98	0	0	98
BSGatlas-gene-338	phoD	CDS	284011	285762	+	28	0	28	0
BSGatlas-gene-3380	abnA	CDS	2949053	2950024	-	116	29	29	116
BSGatlas-gene-3381	frvX	CDS	2950221	2951306	-	50	0	0	50
BSGatlas-gene-3382	ysdB	CDS	2951490	2951882	+	33	302	33	302
BSGatlas-gene-3383	ysdA	CDS	2951898	2952167	-	56	46	46	56
BSGatlas-gene-3384	rplT	CDS	2952224	2952583	-	31	164	164	31
BSGatlas-gene-3385	rpmI	CDS	2952615	2952815	-	0	31	31	0
BSGatlas-gene-3386	infC	CDS	2952828	2953349	-	275	0	0	275
BSGatlas-gene-3388	yscB	CDS	2953795	2954460	+	33	47	33	47
BSGatlas-gene-3389	pftB	CDS	2954492	2955187	-	21	37	37	21
BSGatlas-gene-339	tatAD	CDS	285775	285987	+	0	60	0	60
BSGatlas-gene-3390	pftA	CDS	2955209	2955649	-	42	21	21	42
BSGatlas-gene-3391	lytT	CDS	2955783	2956508	-	0	24	24	0
BSGatlas-gene-3392	lytS	CDS	2956486	2958267	-	102	0	0	102
BSGatlas-gene-3393	ysaA	CDS	2958434	2959216	+	59	47	59	47
BSGatlas-gene-3394	thrS	CDS	2959257	2961188	-	307	51	51	307
BSGatlas-gene-3396	ytxC	CDS	2961586	2962431	-	78	106	106	78
BSGatlas-gene-3397	ytxB	CDS	2962510	2963151	-	33	78	78	33
BSGatlas-gene-3398	dnaI	CDS	2963185	2964120	-	27	33	33	27
BSGatlas-gene-3399	dnaB	CDS	2964148	2965566	-	38	27	27	38
BSGatlas-gene-34	ebfC	CDS	28529	28852	+	23	0	23	0
BSGatlas-gene-340	tatCD	CDS	286048	286776	+	60	0	60	0
BSGatlas-gene-3400	nrdR	CDS	2965681	2966139	-	149	42	42	149
BSGatlas-gene-3401	speD	CDS	2966413	2966793	-	241	82	82	241
BSGatlas-gene-3402	gapB	CDS	2967032	2968054	-	76	238	238	76
BSGatlas-gene-3403	ytcD	CDS	2968260	2968640	-	1023	0	0	1023
BSGatlas-gene-3404	ytbD	CDS	2968824	2970014	+	1890	23	1890	23
BSGatlas-gene-3405	ytbE	CDS	2970038	2970880	+	23	16	23	16
BSGatlas-gene-3406	coaE	CDS	2970922	2971515	-	0	46	46	0
BSGatlas-gene-3407	spcF	CDS	2971531	2972163	-	165	0	0	165
BSGatlas-gene-3408	mutM	CDS	2972329	2973159	-	22	165	165	22
BSGatlas-gene-3409	polA	CDS	2973182	2975824	-	65	22	22	65
BSGatlas-gene-341	pcp	CDS	286773	287420	-	426	740	740	426
BSGatlas-gene-3410	phoR	CDS	2976068	2977807	-	0	136	136	0
BSGatlas-gene-3411	phoP	CDS	2977800	2978522	-	176	0	0	176
BSGatlas-gene-3412	mdh	CDS	2978734	2979672	-	43	48	48	43
BSGatlas-gene-3413	icd	CDS	2979716	2980987	-	163	43	43	163
BSGatlas-gene-3414	citZ	CDS	2981151	2982269	-	195	163	163	195
BSGatlas-gene-3415	ytwI	CDS	2982603	2983067	-	28	38	38	28
BSGatlas-gene-3416	ytvI	CDS	2983164	2984279	+	1046	44	1046	44
BSGatlas-gene-3417	ytzA	CDS	2984312	2984695	-	92	46	46	92
BSGatlas-gene-3418	pyk	CDS	2984788	2986545	-	42	92	92	42
BSGatlas-gene-3419	pfkA	CDS	2986588	2987547	-	103	42	42	103
BSGatlas-gene-342	ycbU	CDS	287499	288611	+	29	49	29	49
BSGatlas-gene-3420	accA	CDS	2987731	2988708	-	0	41	41	0
BSGatlas-gene-3421	accD	CDS	2988693	2989565	-	85	0	0	85
BSGatlas-gene-3423	maeB	CDS	2989900	2991132	-	50	131	131	50
BSGatlas-gene-3425	dnaEC	CDS	2991269	2994616	-	50	29	29	50
BSGatlas-gene-3426	ytrH	CDS	2994756	2995097	+	20	0	20	0
BSGatlas-gene-3428	ytzJ	CDS	2995699	2995890	+	52	0	52	0
BSGatlas-gene-3429	nrnA	CDS	2995908	2996849	-	36	231	231	36
BSGatlas-gene-343	lmrB	CDS	288653	290092	-	39	47	47	39
BSGatlas-gene-3430	ytpI	CDS	2996980	2997282	+	697	1830	697	1830
BSGatlas-gene-3431	ytoI	CDS	2997301	2998620	-	48	0	0	48
BSGatlas-gene-3432	ytnM	CDS	2998796	2999698	-	18	107	107	18
BSGatlas-gene-3433	sndA	CDS	2999717	3000967	-	17	18	18	17
BSGatlas-gene-3434	ribR	CDS	3000985	3001677	-	46	17	17	46
BSGatlas-gene-3435	cmoJ	CDS	3001724	3003052	-	0	46	46	0
BSGatlas-gene-3439	tcyM	CDS	3005122	3005829	-	29	0	0	29
BSGatlas-gene-344	lmrA	CDS	290132	290698	-	43	39	39	43
BSGatlas-gene-3440	tcyL	CDS	3005859	3006578	-	21	29	29	21
BSGatlas-gene-3441	tcyK	CDS	3006600	3007412	-	0	21	21	0
BSGatlas-gene-3443	snaA	CDS	3008249	3008785	-	58	0	0	58
BSGatlas-gene-3444	ascR	CDS	3008938	3009864	+	82	1799	82	1799
BSGatlas-gene-3445	ytkL	CDS	3009915	3010598	-	62	609	609	62
BSGatlas-gene-3446	ytkK	CDS	3010661	3011428	-	68	62	62	68
BSGatlas-gene-3449	argH	CDS	3011751	3013136	-	0	114	114	0
BSGatlas-gene-345	ansZ	CDS	290915	292042	+	28	40	28	40
BSGatlas-gene-3450	argG	CDS	3013133	3014344	-	78	0	0	78
BSGatlas-gene-3451	moaB	CDS	3014514	3015026	-	35	58	58	35
BSGatlas-gene-3452	ackA	CDS	3015111	3016298	-	93	47	47	93
BSGatlas-gene-3454	ytxK	CDS	3016646	3017635	-	60	66	66	60
BSGatlas-gene-3455	tpx	CDS	3017696	3018199	-	40	60	60	40
BSGatlas-gene-3456	gerW	CDS	3018309	3018764	-	107	47	47	107
BSGatlas-gene-3457	ytfI	CDS	3018778	3019458	-	17	0	0	17
BSGatlas-gene-3458	yteJ	CDS	3019533	3020027	-	0	360	360	0
BSGatlas-gene-3459	sppA	CDS	3020040	3021047	-	123	0	0	123
BSGatlas-gene-346	estA	CDS	292205	292843	+	47	53	47	53
BSGatlas-gene-3460	ppnKB	CDS	3021233	3022036	+	77	0	77	0
BSGatlas-gene-3461	ytcJ	CDS	3022068	3023657	-	19	38	38	19
BSGatlas-gene-3462	ytcI	CDS	3023677	3025266	-	52	19	19	52
BSGatlas-gene-3463	sspA	CDS	3025445	3025654	-	93	61	61	93
BSGatlas-gene-3464	trmG	CDS	3025748	3026953	-	0	93	93	0
BSGatlas-gene-3465	iscSB	CDS	3026957	3028102	-	1145	0	0	1145
BSGatlas-gene-3466	braB	CDS	3028297	3029634	+	91	48	91	48
BSGatlas-gene-3467	ezrA	CDS	3029729	3031417	-	685	62	62	685
BSGatlas-gene-3468	hisK	CDS	3031614	3032420	+	92	746	92	746
BSGatlas-gene-3469	refZ	CDS	3032417	3033040	-	35	94	94	35
BSGatlas-gene-347	yczC	CDS	292881	293264	-	38	0	0	38
BSGatlas-gene-3470	msrC	CDS	3033167	3033658	+	746	48	746	48
BSGatlas-gene-3471	dgcP	CDS	3033696	3035435	-	39	46	46	39
BSGatlas-gene-3473	rpsD	CDS	3035730	3036332	+	798	51	798	51
BSGatlas-gene-3476	tyrS	CDS	3036603	3037871	-	298	50	50	298
BSGatlas-gene-3479	acsA	CDS	3038213	3039931	-	31	0	0	31
BSGatlas-gene-348	yccF	CDS	293499	294575	+	34	17	34	17
BSGatlas-gene-3480	acuA	CDS	3040092	3040724	+	120	26	120	26
BSGatlas-gene-3481	acuB	CDS	3040751	3041395	+	26	0	26	0
BSGatlas-gene-3482	acuC	CDS	3041392	3042555	+	0	40	0	40
BSGatlas-gene-3483	motS	CDS	3042566	3043294	-	0	22	22	0
BSGatlas-gene-3484	motP	CDS	3043284	3044102	-	62	0	0	62
BSGatlas-gene-3485	ccpA	CDS	3044165	3045169	-	161	62	62	161
BSGatlas-gene-3486	aroX	CDS	3045445	3046521	-	164	32	32	164
BSGatlas-gene-3487	brxJ	CDS	3046757	3047083	-	23	44	44	23
BSGatlas-gene-3488	ytxH	CDS	3047107	3047562	-	30	23	23	30
BSGatlas-gene-3489	ytxG	CDS	3047593	3048015	-	76	30	30	76
BSGatlas-gene-349	natK	CDS	294615	295571	-	0	46	46	0
BSGatlas-gene-3490	murC	CDS	3048177	3049475	-	249	38	38	249
BSGatlas-gene-3491	sftA	CDS	3049725	3052583	-	45	249	249	45
BSGatlas-gene-3492	ytpR	CDS	3052743	3053348	-	0	40	40	0
BSGatlas-gene-3494	ytpP	CDS	3054188	3054511	-	57	0	0	57
BSGatlas-gene-3496	ytoQ	CDS	3054746	3055192	+	62	763	62	763
BSGatlas-gene-3497	ytoP	CDS	3055247	3056320	-	27	0	0	27
BSGatlas-gene-3498	ytzB	CDS	3056479	3056796	+	40	23	40	23
BSGatlas-gene-3499	maeC	CDS	3056849	3058549	-	81	45	45	81
BSGatlas-gene-35	recR	CDS	28867	29463	+	0	17	0	17
BSGatlas-gene-350	natR	CDS	295584	296285	-	31	0	0	31
BSGatlas-gene-3500	ytnP	CDS	3058631	3059401	-	90	81	81	90
BSGatlas-gene-3501	trmB	CDS	3059547	3060188	-	36	39	39	36
BSGatlas-gene-3502	ytzH	CDS	3060395	3060673	+	36	172	36	172
BSGatlas-gene-3503	ytmP	CDS	3060674	3061288	-	337	0	0	337
BSGatlas-gene-3504	amyX	CDS	3061651	3063807	-	25	88	88	25
BSGatlas-gene-3505	ytlR	CDS	3063833	3064762	-	48	25	25	48
BSGatlas-gene-3506	ytlQ	CDS	3064811	3065725	-	25	48	48	25
BSGatlas-gene-3507	ytlP	CDS	3065751	3066302	-	119	25	25	119
BSGatlas-gene-3508	ytkP	CDS	3066451	3067386	+	284	0	284	0
BSGatlas-gene-3509	ytjP	CDS	3067420	3068811	-	442	44	44	442
BSGatlas-gene-351	natA	CDS	296429	297169	+	36	0	36	0
BSGatlas-gene-3510	pbuO	CDS	3068908	3070206	+	39	51	39	51
BSGatlas-gene-3511	ythQ	CDS	3070246	3071403	-	0	26	26	0
BSGatlas-gene-3512	ythP	CDS	3071400	3072110	-	32	0	0	32
BSGatlas-gene-3515	rsuA	CDS	3072743	3073462	-	68	0	0	68
BSGatlas-gene-3516	murJ	CDS	3073531	3075165	-	49	68	68	49
BSGatlas-gene-3517	ytfP	CDS	3075367	3076629	+	47	188	47	188
BSGatlas-gene-3518	opuD	CDS	3076818	3078356	+	188	49	188	49
BSGatlas-gene-3519	yteV	CDS	3078393	3078575	-	67	45	45	67
BSGatlas-gene-352	natB	CDS	297170	298330	+	0	45	0	45
BSGatlas-gene-3520	rmgU	CDS	3078643	3079311	-	21	67	67	21
BSGatlas-gene-3521	rmgT	CDS	3079333	3080619	-	0	21	21	0
BSGatlas-gene-3524	rmgP	CDS	3082260	3083225	-	27	0	0	27
BSGatlas-gene-3525	rmgR	CDS	3083441	3085759	+	41	0	41	0
BSGatlas-gene-3526	ytcQ	CDS	3085800	3087296	-	24	45	45	24
BSGatlas-gene-3527	ytcP	CDS	3087321	3088181	-	86	24	24	86
BSGatlas-gene-3528	ytbQ	CDS	3088388	3089149	-	76	37	37	76
BSGatlas-gene-3529	bioI	CDS	3089226	3090413	-	68	76	76	68
BSGatlas-gene-353	yccK	CDS	298466	299398	+	66	40	66	40
BSGatlas-gene-3530	bioB	CDS	3090482	3091489	-	0	68	68	0
BSGatlas-gene-3534	bioW	CDS	3094679	3095455	-	94	0	0	94
BSGatlas-gene-3535	ytaP	CDS	3095665	3096564	-	41	60	60	41
BSGatlas-gene-3536	msmR	CDS	3096782	3097816	+	60	33	60	33
BSGatlas-gene-3537	msmE	CDS	3097850	3099130	+	47	0	47	0
BSGatlas-gene-3539	msmG	CDS	3100031	3100861	+	0	19	0	19
BSGatlas-gene-3540	melA	CDS	3100881	3102179	+	20	422	20	422
BSGatlas-gene-3541	ytwF	CDS	3102201	3102512	-	33	0	0	33
BSGatlas-gene-3542	leuS	CDS	3102629	3105043	-	358	48	48	358
BSGatlas-gene-3545	ytvB	CDS	3105470	3105805	-	260	0	0	260
BSGatlas-gene-3546	blrA	CDS	3106210	3106995	+	71	86	71	86
BSGatlas-gene-3547	yttB	CDS	3107232	3108425	-	100	44	44	100
BSGatlas-gene-3548	yttA	CDS	3108614	3109360	+	31	42	31	42
BSGatlas-gene-3549	bceB	CDS	3109397	3111337	-	0	45	45	0
BSGatlas-gene-3550	bceA	CDS	3111327	3112088	-	27	0	0	27
BSGatlas-gene-3551	bceS	CDS	3112190	3113194	-	0	32	32	0
BSGatlas-gene-3552	bceR	CDS	3113187	3113882	-	37	0	0	37
BSGatlas-gene-3553	ytrF	CDS	3113979	3115289	-	0	44	44	0
BSGatlas-gene-3555	ytrD	CDS	3115989	3116966	-	29	0	0	29
BSGatlas-gene-3556	ytrC	CDS	3116996	3117982	-	0	29	29	0
BSGatlas-gene-3558	ytrA	CDS	3118847	3119239	-	33	0	0	33
BSGatlas-gene-3560	ytzC	CDS	3119565	3119837	-	45	16	16	45
BSGatlas-gene-3561	ytqA	CDS	3119999	3120967	+	108	0	108	0
BSGatlas-gene-3563	tbcS	CDS	3121538	3122641	-	20	23	23	20
BSGatlas-gene-3564	ytpA	CDS	3122662	3123441	-	717	20	20	717
BSGatlas-gene-3565	ytoA	CDS	3123490	3124005	+	368	0	368	0
BSGatlas-gene-3566	ytnA	CDS	3124250	3125641	-	135	39	39	135
BSGatlas-gene-3568	metK	CDS	3127825	3129027	-	331	44	44	331
BSGatlas-gene-3570	pckA	CDS	3129530	3131113	+	40	49	40	49
BSGatlas-gene-3572	ytmA	CDS	3131446	3132219	-	94	0	0	94
BSGatlas-gene-3573	ytlA	CDS	3132370	3133374	+	49	0	49	0
BSGatlas-gene-3575	ytlD	CDS	3134144	3134956	+	0	38	0	38
BSGatlas-gene-3576	rppG	CDS	3134983	3135459	-	180	1626	1626	180
BSGatlas-gene-3577	ytkC	CDS	3135668	3136072	-	46	0	0	46
BSGatlas-gene-3578	dps	CDS	3136238	3136675	-	262	60	60	262
BSGatlas-gene-358	ycdC	CDS	302435	303796	+	81	0	81	0
BSGatlas-gene-3580	ytkA	CDS	3136938	3137375	-	41	262	262	41
BSGatlas-gene-3581	luxS	CDS	3137495	3137968	-	352	53	53	352
BSGatlas-gene-3582	ytjA	CDS	3138097	3138324	+	33	0	33	0
BSGatlas-gene-3583	ytiB	CDS	3138321	3138884	-	41	352	352	41
BSGatlas-gene-3584	rpmEB	CDS	3138978	3139226	-	72	0	0	72
BSGatlas-gene-3585	ythA	CDS	3139431	3140762	+	47	43	47	43
BSGatlas-gene-3586	ythB	CDS	3140806	3141846	+	43	53	43	53
BSGatlas-gene-3587	ytzL	CDS	3141900	3142058	+	53	45	53	45
BSGatlas-gene-3588	mntD	CDS	3142077	3142964	-	0	24	24	0
BSGatlas-gene-359	cwlK	CDS	303804	304307	-	84	0	0	84
BSGatlas-gene-3590	mntB	CDS	3144267	3145019	-	18	0	0	18
BSGatlas-gene-3591	mntA	CDS	3145038	3145958	-	131	18	18	131
BSGatlas-gene-3593	menC	CDS	3146238	3147353	-	0	34	34	0
BSGatlas-gene-3594	menE	CDS	3147350	3148810	-	90	0	0	90
BSGatlas-gene-3595	menB	CDS	3148901	3149716	-	284	90	90	284
BSGatlas-gene-3596	menH	CDS	3149751	3150575	-	0	34	34	0
BSGatlas-gene-3598	menF	CDS	3152302	3153717	-	266	0	0	266
BSGatlas-gene-3599	yteA	CDS	3154007	3154726	+	30	34	30	34
BSGatlas-gene-36	yaaL	CDS	29481	29705	+	17	66	17	66
BSGatlas-gene-360	rapJ	CDS	304430	305551	+	52	45	52	45
BSGatlas-gene-3600	ytdA	CDS	3154735	3155553	-	36	692	692	36
BSGatlas-gene-3601	ytcA	CDS	3155725	3157011	+	50	0	50	0
BSGatlas-gene-3603	ytcC	CDS	3157961	3159184	+	0	602	0	602
BSGatlas-gene-3604	cotOO	CDS	3159258	3159689	-	0	173	173	0
BSGatlas-gene-3606	cotSA	CDS	3160761	3161894	-	37	0	0	37
BSGatlas-gene-3607	cotI	CDS	3162084	3163157	+	28	0	28	0
BSGatlas-gene-3608	ytaB	CDS	3163237	3163704	+	33	42	33	42
BSGatlas-gene-3609	glgP	CDS	3163735	3166131	-	0	37	37	0
BSGatlas-gene-361	ycdF	CDS	305658	306434	+	43	24	43	24
BSGatlas-gene-3611	glgD	CDS	3167569	3168600	-	23	0	0	23
BSGatlas-gene-3612	glgC	CDS	3168624	3169766	-	0	23	23	0
BSGatlas-gene-3613	glgB	CDS	3169763	3171646	-	46	0	0	46
BSGatlas-gene-362	ycdG	CDS	306459	308144	+	24	20	24	20
BSGatlas-gene-363	znuA	CDS	308332	309291	+	874	55	874	55
BSGatlas-gene-364	znuC	CDS	309347	310042	+	437	0	437	0
BSGatlas-gene-3641	thiT	CDS	3179306	3179884	+	533	0	533	0
BSGatlas-gene-3642	yuaI	CDS	3179926	3180447	-	17	48	48	17
BSGatlas-gene-3643	floT	CDS	3180465	3181994	-	20	17	17	20
BSGatlas-gene-3644	nfeDB	CDS	3182015	3182539	-	140	20	20	140
BSGatlas-gene-3645	yuaE	CDS	3182707	3183195	+	35	447	35	447
BSGatlas-gene-3646	yuaD	CDS	3183201	3183779	-	44	0	0	44
BSGatlas-gene-3647	gbsB	CDS	3183867	3185075	-	16	0	0	16
BSGatlas-gene-3648	gbsA	CDS	3185092	3186564	-	53	16	16	53
BSGatlas-gene-3649	gbsR	CDS	3186763	3187305	+	53	0	53	0
BSGatlas-gene-365	znuB	CDS	310000	310842	+	0	48	0	48
BSGatlas-gene-3650	bslA	CDS	3187503	3188048	+	102	0	102	0
BSGatlas-gene-3652	ktrA	CDS	3188414	3189082	+	247	0	247	0
BSGatlas-gene-3654	yubF	CDS	3190462	3190725	-	108	0	0	108
